bathrooms,bedrooms,price,sizeMin,furnishing,price_per_m2,region
2,1,384000,61,0,6295,Dubai Hills Estate
2,2,362400,83,0,4366,Meydan
3,2,1044000,117,1,8923,Downtown Dubai
3,4,2340000,294,0,7959,Dubai Hills Estate
1,0,143999,54,0,2666,Motor City
4,3,636000,220,0,2890,Reem
1,0,121200,40,0,3030,Dubai Residence Complex
2,1,420000,74,0,5675,Mohammed Bin Rashid City
5,4,839999,190,0,4421,Al Furjan
2,1,311136,45,0,6914,Jumeirah Village Circle
3,2,10800000,285,1,37894,Palm Jumeirah
3,2,696000,153,0,4549,The Springs
2,1,276000,63,1,4380,Business Bay
1,1,552000,72,0,7666,Downtown Dubai
2,2,383760,116,1,3308,Dubai Production City (IMPZ)
2,1,172800,89,0,1941,Discovery Gardens
5,4,1896000,180,0,10533,Al Barari
1,0,186000,35,0,5314,Jumeirah Village Circle
4,3,624000,162,0,3851,Dubai Land
4,3,1656000,297,0,5575,Dubai Hills Estate
5,4,1800000,431,0,4176,Tilal Al Ghaf
3,2,744000,130,0,5723,Dubai Marina
2,1,288000,54,0,5333,Meydan
4,4,1032000,316,0,3265,Al Furjan
1,0,312000,48,0,6500,Downtown Dubai
1,1,180000,74,0,2432,Jumeirah Village Triangle
4,4,2879999,211,1,13649,Downtown Dubai
2,2,592800,109,0,5438,Dubai Creek Harbour (The Lagoons)
2,2,804000,112,0,7178,Jumeirah
2,2,648000,151,0,4291,Business Bay
2,1,252000,76,0,3315,Al Reem Island
2,1,1223973,120,0,10199,Palm Jumeirah
2,1,576000,81,1,7111,Downtown Dubai
4,4,2400000,344,0,6976,The Lakes
5,4,1536000,249,0,6168,Mohammed Bin Rashid City
3,2,456000,110,0,4145,Jumeirah Village Circle
3,2,1140000,106,1,10754,Jumeirah Beach Residence
2,1,504000,70,0,7200,Dubai Marina
3,2,1968000,130,0,15138,Palm Jumeirah
2,1,411668,105,0,3920,Business Bay
1,1,600000,77,0,7792,Dubai Harbour
3,3,1296000,250,0,5184,Dubai Hills Estate
2,1,374400,79,0,4739,Yas Island
5,4,5112000,454,0,11259,Downtown Dubai
1,0,215760,43,0,5017,Yas Island
2,1,151200,75,0,2016,Dubai Land
2,1,163200,74,0,2205,Dubai Land
3,2,840000,103,0,8155,Downtown Dubai
2,2,2376000,171,0,13894,Downtown Dubai
2,1,312000,121,0,2578,Al Furjan
6,5,3600000,1589,0,2265,Al Barsha
5,3,792000,261,0,3034,DAMAC Hills
3,2,864000,152,0,5684,Downtown Dubai
3,3,1440000,163,0,8834,Downtown Dubai
1,1,240000,61,1,3934,Jumeirah Village Circle
3,3,660000,189,0,3492,Arabian Ranches 3
2,2,1728000,108,1,16000,Dubai Harbour
4,3,878634,242,0,3630,Jebel Ali
5,4,1440000,599,0,2404,Yas Island
3,3,792000,135,0,5866,Mohammed Bin Rashid City
3,3,276000,153,0,1803,Dubai Land
2,1,196800,75,0,2624,Jumeirah Village Triangle
1,1,264000,43,0,6139,Business Bay
1,1,252000,48,0,5250,Jumeirah Village Circle
1,1,312000,80,0,3900,Dubai Marina
2,1,192000,103,1,1864,Jumeirah Village Circle
4,4,876000,282,0,3106,Dubai Land
1,0,134400,49,0,2742,Arjan
1,0,132000,40,1,3300,Dubai South (Dubai World Central)
4,3,2520000,509,0,4950,Jumeirah Park
2,1,299402,85,0,3522,Arjan
1,0,138000,41,1,3365,Jumeirah Village Circle
1,1,174960,59,0,2965,Town Square
1,0,157224,40,0,3930,Jumeirah Village Circle
2,1,187197,75,0,2495,Al Reem Island
1,0,86400,34,0,2541,Dubai Production City (IMPZ)
4,4,1728000,587,0,2943,Al Furjan
3,2,480000,120,0,4000,Dubai Studio City
2,2,1356000,168,0,8071,Dubai Harbour
1,2,432000,67,0,6447,Dubai Hills Estate
2,2,1392000,155,0,8980,Palm Jumeirah
2,2,403974,120,1,3366,Arjan
1,2,420000,70,0,6000,Dubai Hills Estate
3,3,2520000,234,0,10769,Jumeirah
6,6,4319760,1393,1,3101,Umm Al Sheif
5,4,8880000,764,0,11623,Downtown Dubai
2,1,434400,78,0,5569,Dubai Hills Estate
2,1,384000,90,0,4266,Jumeirah Lake Towers
3,2,720000,175,1,4114,Palm Jumeirah
7,6,7920000,1375,0,5760,Al Barari
1,1,156000,48,0,3250,Jumeirah Village Circle
1,0,114960,30,1,3832,Jumeirah Village Circle
2,1,411360,74,0,5558,Dubai Hills Estate
4,2,781885,126,0,6205,Dubai Hills Estate
3,2,734267,118,0,6222,Dubai Hills Estate
3,2,738960,132,0,5598,Dubai Hills Estate
4,3,1320000,200,0,6600,Dubai Creek Harbour (The Lagoons)
2,2,1283973,113,1,11362,Downtown Dubai
2,1,690933,70,1,9870,Dubai Creek Harbour (The Lagoons)
6,4,1679997,613,0,2740,Yas Island
4,3,623976,295,0,2115,Yas Island
1,1,164400,55,1,2989,Dubai Land
3,2,1056000,818,0,1290,Jumeirah Village Circle
6,5,4380000,784,0,5586,Mohammed Bin Rashid City
7,5,6000000,745,0,8053,Mohammed Bin Rashid City
1,1,479999,82,1,5853,Business Bay
3,2,228000,137,0,1664,Dubai Sports City
2,1,186000,88,0,2113,Dubai Sports City
3,3,732000,210,0,3485,Dubai Land
2,3,624000,178,0,3505,Al Raha Beach
3,3,1080000,125,1,8640,Downtown Dubai
2,1,384000,66,1,5818,Dubai Marina
6,5,768000,219,0,3506,Damac Lagoons
2,1,778358,66,0,11793,Dubai Marina
6,5,1920000,756,0,2539,Green Community
1,1,162000,44,0,3681,Town Square
4,3,1129200,293,0,3853,Jumeirah Golf Estates
2,1,408000,82,1,4975,Jumeirah Lake Towers
1,0,124800,41,0,3043,Rukan
3,2,582936,118,0,4940,DIFC
5,4,792000,368,0,2152,Dubai South (Dubai World Central)
1,1,163200,90,0,1813,Jumeirah Village Circle
3,2,588000,110,0,5345,Dubai Marina
1,0,127200,59,0,2155,Dubai Sports City
1,1,600000,76,1,7894,Jumeirah
1,1,540000,77,1,7012,Jumeirah
2,1,408000,71,0,5746,Mohammed Bin Rashid City
4,4,1188000,316,0,3759,Tilal Al Ghaf
6,6,1680000,449,0,3741,Damac Lagoons
2,1,348000,69,0,5043,Dubai Marina
2,2,516000,121,0,4264,DIFC
5,3,2184000,187,1,11679,Downtown Dubai
1,1,180000,58,0,3103,Town Square
2,1,396000,145,1,2731,Jumeirah Lake Towers
2,1,348000,118,0,2949,Jumeirah Village Circle
6,5,3704400,748,0,4952,Jumeirah Golf Estates
2,1,624000,71,0,8788,Downtown Dubai
6,5,2922000,615,0,4751,Jumeirah Golf Estates
1,2,288000,72,0,4000,Wasl Gate
5,4,960000,293,0,3276,Meydan
1,0,576000,33,1,17454,Dubai Marina
3,3,465600,140,1,3325,Jumeirah Lake Towers
3,2,708000,100,0,7080,Downtown Dubai
4,3,1129200,293,0,3853,Jumeirah Golf Estates
7,7,13200000,976,0,13524,Jumeirah
3,2,1440000,115,0,12521,Dubai Harbour
4,3,1032000,204,0,5058,Jumeirah Golf Estates
3,2,1008000,177,1,5694,Dubai Marina
2,2,1368000,107,0,12785,Dubai Harbour
2,1,216000,95,1,2273,Dubai Sports City
4,3,13680000,950,1,14400,Palm Jumeirah
4,3,1044000,203,0,5142,Jumeirah Golf Estates
1,0,264000,36,1,7333,Business Bay
5,4,10800000,833,1,12965,Palm Jumeirah
4,3,668400,168,0,3978,Yas Island
5,4,1536000,460,0,3339,Arabian Ranches 3
4,3,600000,145,0,4137,Dubai South (Dubai World Central)
3,3,816000,212,0,3849,Mohammed Bin Rashid City
4,4,1116000,300,0,3720,Arabian Ranches 3
3,3,441600,126,0,3504,Al Reem Island
2,2,1029600,134,0,7683,Zabeel
1,1,597120,70,0,8530,Zabeel
4,2,742800,138,0,5382,Mohammed Bin Rashid City
2,1,888000,75,0,11840,Dubai Harbour
3,2,840000,116,1,7241,Downtown Dubai
1,0,203880,41,0,4972,Arjan
3,2,319200,100,0,3192,Yas Island
1,1,158400,62,0,2554,Dubai Studio City
6,5,2136000,656,0,3256,Jebel Ali
5,4,3120000,579,1,5388,Jumeirah Beach Residence
3,2,348000,102,0,3411,Dubai Land
2,1,264000,71,1,3718,Al Furjan
3,2,825600,135,0,6115,Mohammed Bin Rashid City
2,1,180000,81,0,2222,Arjan
4,3,10200000,324,0,31481,Palm Jumeirah
4,4,1044000,368,0,2836,Al Furjan
2,1,392064,105,0,3733,Business Bay
3,2,1476000,128,1,11531,Downtown Dubai
6,4,2136000,363,0,5884,Mohammed Bin Rashid City
4,3,2064000,165,1,12509,Downtown Dubai
4,3,8520000,274,1,31094,Jumeirah
3,3,588000,192,0,3062,Town Square
2,1,455760,63,0,7234,Dubai Marina
2,1,288000,75,1,3840,Business Bay
1,1,239999,57,1,4210,Business Bay
1,1,348000,51,0,6823,Ras Al Khor
2,2,787200,112,0,7028,Downtown Dubai
2,1,213600,96,0,2225,Motor City
4,3,744000,211,0,3526,Dubai Land
5,3,1200000,293,0,4095,Jumeirah Golf Estates
2,2,220800,79,0,2794,Arjan
2,1,192000,68,0,2823,Dubai Sports City
3,2,2160000,185,0,11675,Saadiyat Island
1,0,134400,27,0,4977,Meydan
3,3,1644000,189,0,8698,Dubai Harbour
2,2,525868,123,1,4275,Al Satwa
2,2,252000,54,1,4666,Meydan
2,1,331200,54,0,6133,Meydan
5,4,5760000,455,0,12659,Palm Jumeirah
1,0,135600,88,0,1540,Jumeirah Village Circle
3,2,264000,144,1,1833,Dubai Investment Park (DIP)
3,2,624000,129,1,4837,Jumeirah Beach Residence
2,1,228000,68,0,3352,Jumeirah Village Circle
1,1,208800,44,0,4745,Meydan
1,0,180000,43,1,4186,Dubai Marina
2,2,249600,112,0,2228,Dubai Sports City
1,1,384000,64,1,6000,Business Bay
3,2,388799,98,1,3967,Jumeirah Village Circle
3,3,648000,163,0,3975,DAMAC Hills
1,0,144000,29,0,4965,Meydan
2,2,696000,121,0,5752,Old Town
2,1,285600,68,1,4200,Jumeirah Village Triangle
2,1,411512,105,0,3919,Business Bay
2,1,367334,105,0,3498,Business Bay
2,1,364168,105,0,3468,Business Bay
2,1,516000,85,0,6070,Old Town
2,1,420000,69,0,6086,Mohammed Bin Rashid City
3,2,420000,111,0,3783,Jumeirah Village Circle
2,1,204000,53,0,3849,Jumeirah Village Circle
7,4,888000,389,0,2282,Al Shamkha
2,1,138000,58,0,2379,Jumeirah Village Circle
1,0,130800,53,1,2467,Jumeirah Village Circle
1,0,96000,40,1,2400,Dubai Sports City
4,4,2040000,300,0,6800,Dubai Hills Estate
2,2,816000,136,1,6000,Dubai Creek Harbour (The Lagoons)
3,2,1008000,194,0,5195,Dubai Marina
2,1,156000,73,0,2136,Remraam
3,2,840000,110,0,7636,Dubai Creek Harbour (The Lagoons)
6,4,1224000,343,0,3568,Mohammed Bin Rashid City
2,1,236400,70,0,3377,Dubai Marina
2,2,720000,136,0,5294,Jumeirah Beach Residence
3,3,444000,141,1,3148,Jumeirah Lake Towers
4,2,2520000,209,0,12057,Saadiyat Island
3,2,864000,109,0,7926,Dubai Marina
5,3,792000,198,1,4000,Al Muhaisnah
1,1,288000,44,0,6545,Business Bay
3,2,1104000,235,1,4697,Umm Suqeim
3,4,624000,223,0,2798,Dubai South (Dubai World Central)
1,1,172800,89,0,1941,Discovery Gardens
2,1,192000,143,0,1342,Dubai Sports City
2,1,504000,87,1,5793,Business Bay
1,1,312000,58,1,5379,Business Bay
2,1,269280,59,1,4564,Business Bay
4,3,2160000,163,0,13251,Dubai Harbour
2,2,1608000,108,1,14888,Dubai Harbour
2,2,1392000,100,1,13920,Dubai Harbour
1,1,406824,67,0,6072,Mohammed Bin Rashid City
2,1,424017,113,0,3752,Arjan
3,2,960000,126,1,7619,Dubai Hills Estate
1,0,336000,44,0,7636,Dubai Marina
5,3,468000,174,1,2689,Damac Hills 2
4,4,684000,257,0,2661,The Valley
1,0,108000,42,0,2571,Al Warsan
2,2,364800,132,0,2763,Jumeirah Village Circle
6,4,1200000,501,0,2395,Jumeirah Village Circle
1,1,288000,45,1,6400,Mohammed Bin Rashid City
1,0,199200,48,0,4150,Al Reem Island
3,2,264000,139,0,1899,Remraam
2,1,155760,70,0,2225,Remraam
2,1,552000,81,0,6814,Mohammed Bin Rashid City
1,0,168000,49,0,3428,Jumeirah Village Circle
4,3,360000,112,0,3214,Damac Hills 2
6,5,612000,273,0,2241,Al Reef
5,4,960000,187,1,5133,Meydan
2,2,175200,103,0,1700,Al Reef
3,3,792000,148,1,5351,Dubai Marina
1,0,122400,40,1,3060,Dubai Sports City
3,3,312000,112,0,2785,Damac Hills 2
3,3,564000,190,0,2968,Al Jaddaf
1,0,177600,38,0,4673,Jumeirah Village Circle
2,1,768000,87,0,8827,Dubai Media City
5,4,1440000,327,0,4403,Jumeirah Islands
2,2,300000,90,0,3333,Jumeirah Village Circle
2,2,720000,110,0,6545,Dubai Creek Harbour (The Lagoons)
2,1,408000,72,0,5666,Jumeirah Lake Towers
2,2,1103760,116,0,9515,Downtown Dubai
1,0,120000,33,1,3636,Yas Island
1,0,175200,53,0,3305,Saadiyat Island
1,1,147600,78,0,1892,Dubai Land
2,1,384000,66,0,5818,Dubai Marina
5,4,1020000,224,0,4553,Al Furjan
1,0,148800,44,0,3381,Arjan
6,6,1200000,750,0,1600,Living Legends
3,2,372000,138,0,2695,Al Reem Island
3,2,4200000,241,0,17427,Palm Jumeirah
1,1,312000,56,0,5571,Mohammed Bin Rashid City
2,1,336000,77,1,4363,Business Bay
1,1,456000,64,0,7125,Dubai Creek Harbour (The Lagoons)
4,3,1056000,204,0,5176,Jumeirah Golf Estates
2,2,1032000,110,1,9381,Downtown Dubai
2,1,180000,61,0,2950,Dubai Production City (IMPZ)
3,3,1992000,145,1,13737,Downtown Dubai
4,3,552000,173,0,3190,Town Square
3,3,396000,112,0,3535,Damac Hills 2
1,0,180000,43,1,4186,DAMAC Hills
4,3,1248000,158,1,7898,Downtown Dubai
2,1,152400,53,0,2875,Remraam
7,4,3240000,441,0,7346,Saadiyat Island
1,1,127200,57,0,2231,Dubai Land
2,1,364030,105,0,3466,Business Bay
2,3,324000,98,0,3306,Al Reem Island
3,2,312000,91,0,3428,Jumeirah Village Circle
2,1,804000,74,1,10864,Downtown Dubai
3,2,960000,113,0,8495,Downtown Dubai
3,3,1752000,144,1,12166,Downtown Dubai
4,3,1248000,129,0,9674,Downtown Dubai
4,3,1704000,162,0,10518,Downtown Dubai
2,2,288000,154,0,1870,Remraam
3,3,1380000,241,0,5726,The Lakes
6,4,888000,330,0,2690,Dubai South (Dubai World Central)
3,2,504000,135,0,3733,DAMAC Hills
3,2,636000,116,0,5482,Dubai Marina
1,0,210000,40,1,5250,Jumeirah Village Triangle
2,1,215999,87,0,2482,Al Reem Island
1,0,288000,38,0,7578,Business Bay
2,1,232800,88,0,2645,Al Reem Island
1,1,321360,51,0,6301,Mohammed Bin Rashid City
3,4,864000,229,0,3772,Dubai Land
1,1,587976,77,0,7636,Jumeirah
2,1,216000,68,0,3176,Al Reem Island
4,3,2520000,180,0,14000,Dubai Harbour
1,1,552000,85,0,6494,Dubai Hills Estate
3,3,1008000,155,0,6503,Dubai Hills Estate
4,4,672000,262,0,2564,Town Square
5,4,1824000,418,0,4363,Tilal Al Ghaf
3,2,562800,117,0,4810,Mohammed Bin Rashid City
5,4,960000,354,0,2711,Motor City
2,2,912000,120,0,7600,Dubai Creek Harbour (The Lagoons)
